S&P 500 Index,"2,683.34",2017-12-26 00:10:37.300952
S&P 500 Index,"2,683.34",2017-12-26 00:11:19.760833
S&P 500 Index,"2,683.34",2017-12-26 00:22:53.900702
S&P 500 Index,"2,683.34",2017-12-26 00:26:06.563708
S&P 500 Index,"2,683.34",2017-12-26 00:34:18.392356
NASDAQ Composite Index,"6,959.96",2017-12-26 00:34:18.392377
S&P 500 Index,"2,683.34",2017-12-26 00:35:52.987481
NASDAQ Composite Index,"6,959.96",2017-12-26 00:35:52.987502
